run_id,baseline,cache_outcome,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms,dataset,complexity,query_type,total_tokens
1,FF_NO_PLANNING,not_applicable,11,1.0,guardrail_skip_expected_rejection,1.9087510108947752,0.00089728,8716,44,False,True,,guardrail_plan,guardrail_reject,,llm,,True,1.9084689617156985,8716,44,0.00089728,1.9085021018981936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1908.5021018981936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wisdm,out_of_scope,oos,8760.0
1,FF_NO_PLANNING,not_applicable,12,1.0,guardrail_skip_expected_rejection,2.5262539386749268,0.000909,8720,65,False,True,,guardrail_plan,guardrail_reject,,llm,,True,2.526026964187622,8720,65,0.000909,2.5260519981384277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2526.0519981384277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wisdm,out_of_scope,oos,8785.0
1,FF_NO_PLANNING,not_applicable,13,1.0,llm_judge_score,7.928575038909912,0.00100876,8769,238,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,CORRELATE_COLUMNS,CORRELATE_COLUMNS,CORRELATE_COLUMNS,PREDICTIVE_PIPELINE",True,5.901890993118286,8769,238,0.00100876,5.901917934417725,0.0,0.0,0.0,0.0,0.0,2.0258281230926514,0.0,5901.917934417725,0.0,0.0,0.0,0.0,0.0,2025.8281230926511,0.0,wisdm,predictive,oos,9007.0
1,FF_NO_PLANNING,not_applicable,14,1.0,llm_judge_score,19.606486082077023,0.00095508,8769,144,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,PREDICTIVE_PIPELINE",True,4.177990198135376,8769,144,0.00095508,4.178009033203125,0.0,0.0,0.0,0.0,0.0,15.427988052368164,0.0,4178.009033203125,0.0,0.0,0.0,0.0,0.0,15427.988052368164,0.0,wisdm,predictive,oos,8913.0
1,FF_NO_PLANNING,not_applicable,15,1.0,llm_judge_score,6.391901016235352,0.00098772,8773,196,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_BIN,PREDICTIVE_PIPELINE",True,5.038000822067261,8773,196,0.00098772,5.038031816482544,0.0,0.0,0.0,0.0,0.0,1.352802038192749,0.0,5038.031816482544,0.0,0.0,0.0,0.0,0.0,1352.802038192749,0.0,wisdm,predictive,oos,8969.0
1,FF_NO_PLANNING,not_applicable,16,1.0,llm_judge_score,14.00391125679016,0.00097036,8770,173,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,CORRELATE_COLUMNS,PREDICTIVE_PIPELINE",True,5.438341856002808,8770,173,0.00097036,5.438368082046509,0.0,0.0,0.0,0.0,0.0,8.564871072769165,0.0,5438.368082046509,0.0,0.0,0.0,0.0,0.0,8564.871072769165,0.0,wisdm,predictive,oos,8943.0
1,FF_NO_PLANNING,not_applicable,17,1.0,llm_judge_score,17.78119134902954,0.003399653,9136,492,True,False,,"guardrail_plan,react_fallback,agent",react_fallback,no_plan,llm,,True,9.780710935592651,8746,295,0.003227213,9.780740022659302,0.0,0.0,0.0,0.0,0.0,0.0,7.99924898147583,9780.740022659302,0.0,0.0,0.0,0.0,0.0,0.0,7999.24898147583,wisdm,extra_hard,oos,9628.0
1,FF_NO_PLANNING,not_applicable,18,0.0,guardrail_skip_unexpected_rejection,9.24626898765564,0.00102008,8732,274,False,True,,guardrail_plan,scope_reject,scope,llm,,True,9.24494695663452,8732,274,0.00102008,9.24497365951538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9244.97365951538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wisdm,extra_hard,oos,9006.0
1,FF_NO_PLANNING,not_applicable,19,0.0,llm_judge_score,8.00601077079773,0.00101884,8731,272,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,PARALLEL_AGGREGATE,CORRELATE_COLUMNS",True,7.884991884231567,8731,272,0.00101884,7.885012149810791,0.0,0.0,0.0,0.0,0.0,0.1203341484069824,0.0,7885.012149810791,0.0,0.0,0.0,0.0,0.0,120.33414840698242,0.0,wisdm,extra_hard,oos,9003.0
1,FF_NO_PLANNING,not_applicable,20,1.0,llm_judge_score,11.643408060073853,0.00105344,8761,327,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_DURATION_SECONDS,PARALLEL_AGGREGATE,DERIVE_BINARY,FILTER_COMPARE,RANK_ROWS",True,11.296714067459106,8761,327,0.00105344,11.2967369556427,0.0,0.0,0.0,0.0,0.0,0.3460471630096435,0.0,11296.7369556427,0.0,0.0,0.0,0.0,0.0,346.04716300964355,0.0,wisdm,extra_hard,oos,9088.0
2,FF_NO_PLANNING,not_applicable,1,1.0,llm_judge_score,2.532386779785156,0.00091676,8712,83,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,AGGREGATE_COLUMN",True,2.5263969898223877,8712,83,0.00091676,2.5264198780059814,0.0,0.0,0.0,0.0,0.0,0.0056190490722656,0.0,2526.4198780059814,0.0,0.0,0.0,0.0,0.0,5.619049072265625,0.0,wisdm,direct,direct,8795.0
2,FF_NO_PLANNING,not_applicable,2,1.0,llm_judge_score,3.0879909992218018,0.000909,8707,70,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,COUNT_DISTINCT",True,3.0474791526794434,8707,70,0.000909,3.047511100769043,0.0,0.0,0.0,0.0,0.0,0.0399751663208007,0.0,3047.511100769043,0.0,0.0,0.0,0.0,0.0,39.97516632080078,0.0,wisdm,direct,direct,8777.0
2,FF_NO_PLANNING,not_applicable,3,1.0,llm_judge_score,2.9577813148498535,0.00092516,8715,98,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,FILTER_IN,AGGREGATE_COLUMN",True,2.9517910480499268,8715,98,0.00092516,2.9518239498138428,0.0,0.0,0.0,0.0,0.0,0.0051791667938232,0.0,2951.823949813843,0.0,0.0,0.0,0.0,0.0,5.179166793823242,0.0,wisdm,direct,direct,8813.0
2,FF_NO_PLANNING,not_applicable,4,1.0,llm_judge_score,2.937058687210083,0.00091324,8710,77,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"GROUP_AGGREGATE,RANK_GROUPS",True,2.9182868003845215,8710,77,0.00091324,2.918316602706909,0.0,0.0,0.0,0.0,0.0,0.0181910991668701,0.0,2918.316602706909,0.0,0.0,0.0,0.0,0.0,18.191099166870117,0.0,wisdm,direct,direct,8787.0
2,FF_NO_PLANNING,not_applicable,5,1.0,llm_judge_score,6.483692407608032,0.00098112,8727,201,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,SPLIT_BY_VALUES,SPLIT_BY_VALUES,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",True,6.405691862106323,8727,201,0.00098112,6.4057207107543945,0.0,0.0,0.0,0.0,0.0,0.0769929885864257,0.0,6405.7207107543945,0.0,0.0,0.0,0.0,0.0,76.99298858642578,0.0,wisdm,intermediate,reasoning,8928.0
2,FF_NO_PLANNING,not_applicable,6,1.0,llm_judge_score,8.797783136367798,0.00104552,8737,321,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_DURATION_SECONDS,PARALLEL_AGGREGATE,DERIVE_BINARY,FILTER_COMPARE,RANK_ROWS",True,8.441056966781616,8737,321,0.00104552,8.441089868545532,0.0,0.0,0.0,0.0,0.0,0.3557360172271728,0.0,8441.089868545532,0.0,0.0,0.0,0.0,0.0,355.73601722717285,0.0,wisdm,intermediate,reasoning,9058.0
2,FF_NO_PLANNING,not_applicable,7,1.0,llm_judge_score,4.209834098815918,0.00094316,8714,133,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,FILTER_IN,DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",True,4.192651987075806,8714,133,0.00094316,4.192677021026611,0.0,0.0,0.0,0.0,0.0,0.0165231227874755,0.0,4192.677021026611,0.0,0.0,0.0,0.0,0.0,16.523122787475586,0.0,wisdm,intermediate,reasoning,8847.0
2,FF_NO_PLANNING,not_applicable,8,1.0,llm_judge_score,5.025845766067505,0.00095416,8717,153,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"SPLIT_BY_VALUES,SPLIT_BY_VALUES,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",True,4.976957082748413,8717,153,0.00095416,4.976988077163696,0.0,0.0,0.0,0.0,0.0,0.0482509136199951,0.0,4976.988077163696,0.0,0.0,0.0,0.0,0.0,48.25091361999512,0.0,wisdm,intermediate,reasoning,8870.0
2,FF_NO_PLANNING,not_applicable,9,1.0,guardrail_skip_expected_rejection,2.2410712242126465,0.0008978,8716,45,False,True,,guardrail_plan,guardrail_reject,,llm,,True,2.2408299446105957,8716,45,0.0008978,2.240858793258667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240.858793258667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wisdm,out_of_scope,oos,8761.0
2,FF_NO_PLANNING,not_applicable,10,1.0,guardrail_skip_expected_rejection,2.1184582710266113,0.0009004,8716,50,False,True,,guardrail_plan,guardrail_reject,,llm,,True,2.1181046962738037,8716,50,0.0009004,2.11814284324646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118.14284324646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wisdm,out_of_scope,oos,8766.0
2,FF_NO_PLANNING,not_applicable,11,1.0,guardrail_skip_expected_rejection,1.6397862434387207,0.00089728,8716,44,False,True,,guardrail_plan,guardrail_reject,,llm,,True,1.6395201683044434,8716,44,0.00089728,1.6395468711853027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.5468711853027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wisdm,out_of_scope,oos,8760.0
2,FF_NO_PLANNING,not_applicable,12,1.0,guardrail_skip_expected_rejection,2.5257372856140137,0.000909,8720,65,False,True,,guardrail_plan,guardrail_reject,,llm,,True,2.525400876998902,8720,65,0.000909,2.5254340171813965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2525.4340171813965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wisdm,out_of_scope,oos,8785.0
2,FF_NO_PLANNING,not_applicable,13,1.0,llm_judge_score,8.054615020751953,0.0009864,8769,195,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_BIN,PREDICTIVE_PIPELINE",True,6.09300684928894,8769,195,0.0009864,6.093035936355591,0.0,0.0,0.0,0.0,0.0,1.9605038166046145,0.0,6093.035936355591,0.0,0.0,0.0,0.0,0.0,1960.5038166046145,0.0,wisdm,predictive,oos,8964.0
2,FF_NO_PLANNING,not_applicable,14,0.0,llm_judge_score,5.426822185516357,0.0009738,8769,180,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,CORRELATE_COLUMNS,PREDICTIVE_PIPELINE",True,5.1011669635772705,8769,180,0.0009738,5.101193189620972,0.0,0.0,0.0,0.0,0.0,0.3249509334564209,0.0,5101.193189620972,0.0,0.0,0.0,0.0,0.0,324.9509334564209,0.0,wisdm,predictive,oos,8949.0
2,FF_NO_PLANNING,not_applicable,15,1.0,llm_judge_score,6.7200000286102295,0.00097992,8773,181,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,CORRELATE_COLUMNS,PREDICTIVE_PIPELINE",True,5.310443878173828,8773,181,0.00097992,5.310464859008789,0.0,0.0,0.0,0.0,0.0,1.408940076828003,0.0,5310.464859008789,0.0,0.0,0.0,0.0,0.0,1408.940076828003,0.0,wisdm,predictive,oos,8954.0
2,FF_NO_PLANNING,not_applicable,16,1.0,llm_judge_score,25.214916944503784,0.00114464,9164,447,True,False,,"guardrail_plan,react_fallback,agent",react_fallback,structural,llm,,True,11.893456220626833,8750,220,0.0009454,11.893484115600586,0.0,0.0,0.0,0.0,0.0,0.0,13.320458173751833,11893.484115600586,0.0,0.0,0.0,0.0,0.0,0.0,13320.458173751833,wisdm,predictive,oos,9611.0
2,FF_NO_PLANNING,not_applicable,17,1.0,llm_judge_score,8.529664039611816,0.00103276,8746,293,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",True,8.377898931503296,8746,293,0.00103276,8.377923965454102,0.0,0.0,0.0,0.0,0.0,0.1510279178619384,0.0,8377.923965454102,0.0,0.0,0.0,0.0,0.0,151.02791786193848,0.0,wisdm,extra_hard,oos,9039.0
2,FF_NO_PLANNING,not_applicable,18,0.0,llm_judge_score,14.085299968719482,0.00116736,9108,428,True,False,,"guardrail_plan,react_fallback,agent",react_fallback,structural,llm,,True,7.640189170837402,8732,273,0.00101956,7.640207052230835,0.0,0.0,0.0,0.0,0.0,0.0,6.444200038909912,7640.207052230835,0.0,0.0,0.0,0.0,0.0,0.0,6444.200038909912,wisdm,extra_hard,oos,9536.0
2,FF_NO_PLANNING,not_applicable,19,0.0,llm_judge_score,7.738889932632446,0.00101884,8731,272,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,PARALLEL_AGGREGATE,CORRELATE_COLUMNS",True,7.625497102737427,8731,272,0.00101884,7.6255340576171875,0.0,0.0,0.0,0.0,0.0,0.1123008728027343,0.0,7625.5340576171875,0.0,0.0,0.0,0.0,0.0,112.30087280273438,0.0,wisdm,extra_hard,oos,9003.0
2,FF_NO_PLANNING,not_applicable,20,1.0,llm_judge_score,8.840409278869629,0.00105552,8761,331,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_DURATION_SECONDS,PARALLEL_AGGREGATE,DERIVE_BINARY,FILTER_COMPARE,RANK_ROWS",True,8.36067008972168,8761,331,0.00105552,8.360697269439697,0.0,0.0,0.0,0.0,0.0,0.4789958000183105,0.0,8360.697269439697,0.0,0.0,0.0,0.0,0.0,478.99580001831055,0.0,wisdm,extra_hard,oos,9092.0
3,FF_NO_PLANNING,not_applicable,1,1.0,llm_judge_score,2.4041669368743896,0.00091312,8712,76,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,AGGREGATE_COLUMN",True,2.3978970050811768,8712,76,0.00091312,2.3979241847991943,0.0,0.0,0.0,0.0,0.0,0.0058429241180419,0.0,2397.9241847991943,0.0,0.0,0.0,0.0,0.0,5.842924118041992,0.0,wisdm,direct,direct,8788.0
3,FF_NO_PLANNING,not_applicable,2,1.0,llm_judge_score,2.596440076828003,0.00091264,8707,77,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,COUNT_DISTINCT",True,2.551279783248902,8707,77,0.00091264,2.551301956176758,0.0,0.0,0.0,0.0,0.0,0.0448129177093505,0.0,2551.301956176758,0.0,0.0,0.0,0.0,0.0,44.812917709350586,0.0,wisdm,direct,direct,8784.0
3,FF_NO_PLANNING,not_applicable,3,1.0,llm_judge_score,3.023411989212036,0.00092516,8715,98,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,FILTER_IN,AGGREGATE_COLUMN",True,3.015993118286133,8715,98,0.00092516,3.016024112701416,0.0,0.0,0.0,0.0,0.0,0.0065841674804687,0.0,3016.024112701416,0.0,0.0,0.0,0.0,0.0,6.58416748046875,0.0,wisdm,direct,direct,8813.0
3,FF_NO_PLANNING,not_applicable,4,1.0,llm_judge_score,7.005852699279785,0.0009843599999999,9064,93,True,False,,"guardrail_plan,react_fallback,agent",react_fallback,schema,llm,,True,3.342113971710205,8710,79,0.00091428,3.342137098312378,0.0,0.0,0.0,0.0,0.0,0.0,3.662575006484986,3342.137098312378,0.0,0.0,0.0,0.0,0.0,0.0,3662.575006484986,wisdm,direct,direct,9157.0
3,FF_NO_PLANNING,not_applicable,5,1.0,llm_judge_score,5.921145915985107,0.00098112,8727,201,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,SPLIT_BY_VALUES,SPLIT_BY_VALUES,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",True,5.8346848487854,8727,201,0.00098112,5.834709882736206,0.0,0.0,0.0,0.0,0.0,0.0857362747192382,0.0,5834.709882736206,0.0,0.0,0.0,0.0,0.0,85.73627471923828,0.0,wisdm,intermediate,reasoning,8928.0
3,FF_NO_PLANNING,not_applicable,6,1.0,llm_judge_score,11.041241884231567,0.00104552,8737,321,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_DURATION_SECONDS,PARALLEL_AGGREGATE,DERIVE_BINARY,FILTER_COMPARE,RANK_ROWS",True,10.693313121795654,8737,321,0.00104552,10.693336009979248,0.0,0.0,0.0,0.0,0.0,0.3472440242767334,0.0,10693.336009979248,0.0,0.0,0.0,0.0,0.0,347.2440242767334,0.0,wisdm,intermediate,reasoning,9058.0
3,FF_NO_PLANNING,not_applicable,7,1.0,llm_judge_score,2.5325045585632324,0.00626788,8695,133,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_IN,FILTER_IN,DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",True,2.5148870944976807,8695,133,0.00626788,2.5149121284484863,0.0,0.0,0.0,0.0,0.0,0.0169601440429687,0.0,2514.9121284484863,0.0,0.0,0.0,0.0,0.0,16.96014404296875,0.0,wisdm,intermediate,reasoning,8828.0
3,FF_NO_PLANNING,not_applicable,8,1.0,llm_judge_score,4.939986944198608,0.00095416,8717,153,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"SPLIT_BY_VALUES,SPLIT_BY_VALUES,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",True,4.890649795532227,8717,153,0.00095416,4.8906707763671875,0.0,0.0,0.0,0.0,0.0,0.048771858215332,0.0,4890.6707763671875,0.0,0.0,0.0,0.0,0.0,48.77185821533203,0.0,wisdm,intermediate,reasoning,8870.0
3,FF_NO_PLANNING,not_applicable,9,1.0,guardrail_skip_expected_rejection,1.550105094909668,0.00089364,8716,37,False,True,,guardrail_plan,guardrail_reject,,llm,,True,1.549757957458496,8716,37,0.00089364,1.5497910976409912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.7910976409912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wisdm,out_of_scope,oos,8753.0
3,FF_NO_PLANNING,not_applicable,10,1.0,guardrail_skip_expected_rejection,2.0415661334991455,0.00089884,8716,47,False,True,,guardrail_plan,guardrail_reject,,llm,,True,2.041359186172486,8716,47,0.00089884,2.041383981704712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2041.383981704712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wisdm,out_of_scope,oos,8763.0
3,FF_NO_PLANNING,not_applicable,11,1.0,guardrail_skip_expected_rejection,2.2439262866973877,0.00089728,8716,44,False,True,,guardrail_plan,guardrail_reject,,llm,,True,2.2437119483947754,8716,44,0.00089728,2.24373197555542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2243.73197555542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wisdm,out_of_scope,oos,8760.0
3,FF_NO_PLANNING,not_applicable,12,1.0,guardrail_skip_expected_rejection,2.433049201965332,0.0009064,8720,60,False,True,,guardrail_plan,guardrail_reject,,llm,,True,2.432716131210327,8720,60,0.0009064,2.4327480792999268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2432.7480792999268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wisdm,out_of_scope,oos,8780.0
3,FF_NO_PLANNING,not_applicable,13,1.0,llm_judge_score,7.273965835571289,0.00098848,8769,199,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_BIN,PREDICTIVE_PIPELINE",True,5.272153854370117,8769,199,0.00098848,5.2721827030181885,0.0,0.0,0.0,0.0,0.0,2.00073504447937,0.0,5272.1827030181885,0.0,0.0,0.0,0.0,0.0,2000.73504447937,0.0,wisdm,predictive,oos,8968.0
3,FF_NO_PLANNING,not_applicable,14,1.0,llm_judge_score,21.49672555923462,0.0009864,8769,195,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_BIN,PREDICTIVE_PIPELINE",True,6.181024074554443,8769,195,0.0009864,6.181056022644043,0.0,0.0,0.0,0.0,0.0,15.314594745635986,0.0,6181.056022644043,0.0,0.0,0.0,0.0,0.0,15314.594745635986,0.0,wisdm,predictive,oos,8964.0
3,FF_NO_PLANNING,not_applicable,15,1.0,llm_judge_score,6.808446168899536,0.00098292,8773,196,True,False,,"guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"FILTER_NOT_EMPTY,DERIVE_BIN,PREDICTIVE_PIPELINE",True,5.443711996078491,8773,196,0.00098292,5.443742990493774,0.0,0.0,0.0,0.0,0.0,1.3638019561767578,0.0,5443.742990493774,0.0,0.0,0.0,0.0,0.0,1363.8019561767578,0.0,wisdm,predictive,oos,8969.0
